Reference	MT Abundance	Ref ID
P001|ALBU_BOVIN	0.069	100	0.39749
P001|ALBU_BOVIN	0.0708	100	0.39749
P001|ALBU_BOVIN	0.0714	100	0.39749
P001|ALBU_BOVIN	0.07328	100	0.39749
P001|ALBU_BOVIN	0.074	100	0.39749
P001|ALBU_BOVIN	0.0754	100	0.39749
P001|ALBU_BOVIN	0.07752	100	0.39749
P001|ALBU_BOVIN	0.0782	100	0.39749
P001|ALBU_BOVIN	0.0782	100	0.39749
P001|ALBU_BOVIN	0.082	100	0.39749
P001|ALBU_BOVIN	0.0827	100	0.39749
P001|ALBU_BOVIN	0.08304	100	0.39749
P001|ALBU_BOVIN	0.08533	100	0.39749
P001|ALBU_BOVIN	0.086314	100	0.39749
P001|ALBU_BOVIN	0.08789	100	0.39749
P001|ALBU_BOVIN	0.09	100	0.39749
P001|ALBU_BOVIN	0.091	100	0.39749
P001|ALBU_BOVIN	0.092727	100	0.39749
P001|ALBU_BOVIN	0.09388	100	0.39749
P001|ALBU_BOVIN	0.0992	100	0.39749
P001|ALBU_BOVIN	0.1004	100	0.39749
P001|ALBU_BOVIN	0.10236	100	0.39749
P001|ALBU_BOVIN	0.1024	100	0.39749
P001|ALBU_BOVIN	0.102721	100	0.39749
P001|ALBU_BOVIN	0.104258	100	0.39749
P001|ALBU_BOVIN	0.104258	100	0.39749
P001|ALBU_BOVIN	0.10704	100	0.39749
P001|ALBU_BOVIN	0.10704	100	0.39749
P001|ALBU_BOVIN	0.1104	100	0.39749
P001|ALBU_BOVIN	0.11312	100	0.39749
P001|ALBU_BOVIN	0.11312	100	0.39749
P001|ALBU_BOVIN	0.11615	100	0.39749
P001|ALBU_BOVIN	0.1182	100	0.39749
P001|ALBU_BOVIN	0.11873	100	0.39749
P001|ALBU_BOVIN	0.12218	100	0.39749
P001|ALBU_BOVIN	0.12378	100	0.39749
P001|ALBU_BOVIN	0.125	100	0.39749
P001|ALBU_BOVIN	0.13268	100	0.39749
P001|ALBU_BOVIN	0.1335	100	0.39749
P001|ALBU_BOVIN	0.1405	100	0.39749
P001|ALBU_BOVIN	0.1438	100	0.39749
P001|ALBU_BOVIN	0.14469	100	0.39749
P001|ALBU_BOVIN	0.146556	100	0.39749
P001|ALBU_BOVIN	0.14678	100	0.39749
P001|ALBU_BOVIN	0.14678	100	0.39749
P001|ALBU_BOVIN	0.14742	100	0.39749
P001|ALBU_BOVIN	0.14815	100	0.39749
P001|ALBU_BOVIN	0.15207	100	0.39749
P001|ALBU_BOVIN	0.15207	100	0.39749
P001|ALBU_BOVIN	0.1553	100	0.39749
P001|ALBU_BOVIN	0.15936	100	0.39749
P001|ALBU_BOVIN	0.16617	100	0.39749
P001|ALBU_BOVIN	0.1711	100	0.39749
P001|ALBU_BOVIN	0.1756	100	0.39749
P001|ALBU_BOVIN	0.1768	100	0.39749
P001|ALBU_BOVIN	0.19007	100	0.39749
P001|ALBU_BOVIN	0.19202	100	0.39749
P001|ALBU_BOVIN	0.19776	100	0.39749
P001|ALBU_BOVIN	0.20586	100	0.39749
P001|ALBU_BOVIN	0.206	100	0.39749
P001|ALBU_BOVIN	0.206	100	0.39749
P001|ALBU_BOVIN	0.2096	100	0.39749
P001|ALBU_BOVIN	0.21178	100	0.39749
P001|ALBU_BOVIN	0.21178	100	0.39749
P001|ALBU_BOVIN	0.21916	100	0.39749
P001|ALBU_BOVIN	0.222	100	0.39749
P001|ALBU_BOVIN	0.222	100	0.39749
P001|ALBU_BOVIN	0.22255	100	0.39749
P001|ALBU_BOVIN	0.22639	100	0.39749
P001|ALBU_BOVIN	0.23725	100	0.39749
P001|ALBU_BOVIN	0.2408	100	0.39749
P001|ALBU_BOVIN	0.24409	100	0.39749
P001|ALBU_BOVIN	0.2504	100	0.39749
P001|ALBU_BOVIN	0.258	100	0.39749
P001|ALBU_BOVIN	0.2597	100	0.39749
P001|ALBU_BOVIN	0.273608	100	0.39749
P001|ALBU_BOVIN	0.27372	100	0.39749
P001|ALBU_BOVIN	0.2746	100	0.39749
P001|ALBU_BOVIN	0.2824	100	0.39749
P001|ALBU_BOVIN	0.2824	100	0.39749
P001|ALBU_BOVIN	0.28736	100	0.39749
P001|ALBU_BOVIN	0.28801	100	0.39749
P001|ALBU_BOVIN	0.28801	100	0.39749
P001|ALBU_BOVIN	0.29063	100	0.39749
P001|ALBU_BOVIN	0.2962	100	0.39749
P001|ALBU_BOVIN	0.29838	100	0.39749
P001|ALBU_BOVIN	0.29838	100	0.39749
P001|ALBU_BOVIN	0.31097	100	0.39749
P001|ALBU_BOVIN	0.3165	100	0.39749
P001|ALBU_BOVIN	0.3165	100	0.39749
P001|ALBU_BOVIN	0.32416	100	0.39749
P001|ALBU_BOVIN	0.3282	100	0.39749
P001|ALBU_BOVIN	0.3282	100	0.39749
P001|ALBU_BOVIN	0.3392	100	0.39749
P001|ALBU_BOVIN	0.3402	100	0.39749
P001|ALBU_BOVIN	0.34452	100	0.39749
P001|ALBU_BOVIN	0.34703	100	0.39749
P001|ALBU_BOVIN	0.34982	100	0.39749
P001|ALBU_BOVIN	0.34982	100	0.39749
P001|ALBU_BOVIN	0.3524	100	0.39749
P001|ALBU_BOVIN	0.3524	100	0.39749
P001|ALBU_BOVIN	0.37386	100	0.39749
P001|ALBU_BOVIN	0.37432	100	0.39749
P001|ALBU_BOVIN	0.3792	100	0.39749
P001|ALBU_BOVIN	0.3792	100	0.39749
P001|ALBU_BOVIN	0.38534	100	0.39749
P001|ALBU_BOVIN	0.38534	100	0.39749
P001|ALBU_BOVIN	0.38756	100	0.39749
P001|ALBU_BOVIN	0.3978	100	0.39749
P001|ALBU_BOVIN	0.40018	100	0.39749
P001|ALBU_BOVIN	0.425164	100	0.39749
P001|ALBU_BOVIN	0.425164	100	0.39749
P001|ALBU_BOVIN	0.431264	100	0.39749
P001|ALBU_BOVIN	0.4418	100	0.39749
P001|ALBU_BOVIN	0.4533	100	0.39749
P001|ALBU_BOVIN	0.4533	100	0.39749
P001|ALBU_BOVIN	0.47727	100	0.39749
P001|ALBU_BOVIN	0.47727	100	0.39749
P001|ALBU_BOVIN	0.48924	100	0.39749
P001|ALBU_BOVIN	0.48924	100	0.39749
P001|ALBU_BOVIN	0.565477	100	0.39749
P001|ALBU_BOVIN	0.56588	100	0.39749
P001|ALBU_BOVIN	0.585257	100	0.39749
P001|ALBU_BOVIN	0.597	100	0.39749
P001|ALBU_BOVIN	0.6141	100	0.39749
P001|ALBU_BOVIN	0.6141	100	0.39749
P001|ALBU_BOVIN	0.62896	100	0.39749
P001|ALBU_BOVIN	0.6404	100	0.39749
P001|ALBU_BOVIN	0.64047	100	0.39749
P001|ALBU_BOVIN	0.64047	100	0.39749
P001|ALBU_BOVIN	0.642366	100	0.39749
P001|ALBU_BOVIN	0.6492	100	0.39749
P001|ALBU_BOVIN	0.651777	100	0.39749
P001|ALBU_BOVIN	0.65888	100	0.39749
P001|ALBU_BOVIN	0.65888	100	0.39749
P001|ALBU_BOVIN	0.66242	100	0.39749
P001|ALBU_BOVIN	0.7412	100	0.39749
P001|ALBU_BOVIN	0.7432	100	0.39749
P001|ALBU_BOVIN	0.7432	100	0.39749
P001|ALBU_BOVIN	0.7634	100	0.39749
P001|ALBU_BOVIN	0.776386	100	0.39749
P001|ALBU_BOVIN	0.776386	100	0.39749
P001|ALBU_BOVIN	0.7787	100	0.39749
P001|ALBU_BOVIN	0.82032	100	0.39749
P001|ALBU_BOVIN	0.92754	100	0.39749
P001|ALBU_BOVIN	0.93722	100	0.39749
P001|ALBU_BOVIN	0.93722	100	0.39749
P001|ALBU_BOVIN	0.94188	100	0.39749
P001|ALBU_BOVIN	0.94188	100	0.39749
P001|ALBU_BOVIN	0.9735	100	0.39749
P001|ALBU_BOVIN	1.00662	100	0.39749
P001|ALBU_BOVIN	1.00662	100	0.39749
P001|ALBU_BOVIN	1.029532	100	0.39749
P001|ALBU_BOVIN	1.029532	100	0.39749
P001|ALBU_BOVIN	1.04186	100	0.39749
P001|ALBU_BOVIN	1.04186	100	0.39749
P001|ALBU_BOVIN	1.0522	100	0.39749
P001|ALBU_BOVIN	1.0522	100	0.39749
P001|ALBU_BOVIN	1.081451	100	0.39749
P001|ALBU_BOVIN	1.089002	100	0.39749
P001|ALBU_BOVIN	1.089002	100	0.39749
P001|ALBU_BOVIN	1.13081	100	0.39749
P001|ALBU_BOVIN	1.17182	100	0.39749
P001|ALBU_BOVIN	1.17182	100	0.39749
P001|ALBU_BOVIN	1.248672	100	0.39749
P001|ALBU_BOVIN	1.28511	100	0.39749
P001|ALBU_BOVIN	1.3299	100	0.39749
P001|ALBU_BOVIN	1.3299	100	0.39749
P001|ALBU_BOVIN	1.38695	100	0.39749
P001|ALBU_BOVIN	1.38695	100	0.39749
P001|ALBU_BOVIN	1.471187	100	0.39749
P001|ALBU_BOVIN	1.471187	100	0.39749
P001|ALBU_BOVIN	1.5856	100	0.39749
P001|ALBU_BOVIN	1.5856	100	0.39749
P001|ALBU_BOVIN	1.6461	100	0.39749
P001|ALBU_BOVIN	1.66764	100	0.39749
P001|ALBU_BOVIN	1.692892	100	0.39749
P001|ALBU_BOVIN	1.692892	100	0.39749
P001|ALBU_BOVIN	1.692892	100	0.39749
P001|ALBU_BOVIN	1.692892	100	0.39749
P001|ALBU_BOVIN	1.76644	100	0.39749
P001|ALBU_BOVIN	1.78038	100	0.39749
P001|ALBU_BOVIN	1.78038	100	0.39749
P001|ALBU_BOVIN	1.78038	100	0.39749
P001|ALBU_BOVIN	1.8223	100	0.39749
P001|ALBU_BOVIN	1.88564	100	0.39749
P001|ALBU_BOVIN	2.02865	100	0.39749
P001|ALBU_BOVIN	2.1477	100	0.39749
P001|ALBU_BOVIN	2.1477	100	0.39749
P001|ALBU_BOVIN	2.2228	100	0.39749
P001|ALBU_BOVIN	2.2228	100	0.39749
P002|CAH2_BOVIN	0.004116	128	0.38688
P002|CAH2_BOVIN	0.004158	128	0.38688
P002|CAH2_BOVIN	0.004158	128	0.38688
P002|CAH2_BOVIN	0.00569	128	0.38688
P002|CAH2_BOVIN	0.0083	128	0.38688
P002|CAH2_BOVIN	0.008435	128	0.38688
P002|CAH2_BOVIN	0.008703	128	0.38688
P002|CAH2_BOVIN	0.01451	128	0.38688
P002|CAH2_BOVIN	0.015507	128	0.38688
P002|CAH2_BOVIN	0.01784	128	0.38688
P002|CAH2_BOVIN	0.02078	128	0.38688
P002|CAH2_BOVIN	0.025672	128	0.38688
P002|CAH2_BOVIN	0.03	128	0.38688
P002|CAH2_BOVIN	0.03558	128	0.38688
P002|CAH2_BOVIN	0.03558	128	0.38688
P002|CAH2_BOVIN	0.03586	128	0.38688
P002|CAH2_BOVIN	0.03586	128	0.38688
P002|CAH2_BOVIN	0.03828	128	0.38688
P002|CAH2_BOVIN	0.04244	128	0.38688
P002|CAH2_BOVIN	0.04244	128	0.38688
P002|CAH2_BOVIN	0.04354	128	0.38688
P002|CAH2_BOVIN	0.0464	128	0.38688
P002|CAH2_BOVIN	0.04836	128	0.38688
P002|CAH2_BOVIN	0.0503	128	0.38688
P002|CAH2_BOVIN	0.05387	128	0.38688
P002|CAH2_BOVIN	0.05548	128	0.38688
P002|CAH2_BOVIN	0.05732	128	0.38688
P002|CAH2_BOVIN	0.062706	128	0.38688
P002|CAH2_BOVIN	0.08438	128	0.38688
P002|CAH2_BOVIN	0.0873	128	0.38688
P002|CAH2_BOVIN	0.090414	128	0.38688
P002|CAH2_BOVIN	0.09311	128	0.38688
P002|CAH2_BOVIN	0.0939	128	0.38688
P002|CAH2_BOVIN	0.09472	128	0.38688
P002|CAH2_BOVIN	0.0964	128	0.38688
P002|CAH2_BOVIN	0.118732	128	0.38688
P002|CAH2_BOVIN	0.12179	128	0.38688
P002|CAH2_BOVIN	0.145942	128	0.38688
P002|CAH2_BOVIN	0.146556	128	0.38688
P002|CAH2_BOVIN	0.14957	128	0.38688
P002|CAH2_BOVIN	0.1666	128	0.38688
P002|CAH2_BOVIN	0.16952	128	0.38688
P002|CAH2_BOVIN	0.16952	128	0.38688
P002|CAH2_BOVIN	0.1757	128	0.38688
P002|CAH2_BOVIN	0.17866	128	0.38688
P002|CAH2_BOVIN	0.1848	128	0.38688
P002|CAH2_BOVIN	0.18602	128	0.38688
P002|CAH2_BOVIN	0.19804	128	0.38688
P002|CAH2_BOVIN	0.19964	128	0.38688
P002|CAH2_BOVIN	0.2052	128	0.38688
P002|CAH2_BOVIN	0.20571	128	0.38688
P002|CAH2_BOVIN	0.220674	128	0.38688
P002|CAH2_BOVIN	0.242	128	0.38688
P002|CAH2_BOVIN	0.242	128	0.38688
P002|CAH2_BOVIN	0.26344	128	0.38688
P002|CAH2_BOVIN	0.29488	128	0.38688
P002|CAH2_BOVIN	0.30844	128	0.38688
P002|CAH2_BOVIN	0.34452	128	0.38688
P002|CAH2_BOVIN	0.34452	128	0.38688
P002|CAH2_BOVIN	0.3586	128	0.38688
P002|CAH2_BOVIN	0.4	128	0.38688
P002|CAH2_BOVIN	0.41352	128	0.38688
P002|CAH2_BOVIN	0.421683	128	0.38688
P002|CAH2_BOVIN	0.4276	128	0.38688
P002|CAH2_BOVIN	0.43156	128	0.38688
P002|CAH2_BOVIN	0.44748	128	0.38688
P002|CAH2_BOVIN	0.490706	128	0.38688
P002|CAH2_BOVIN	0.545	128	0.38688
P002|CAH2_BOVIN	0.55398	128	0.38688
P002|CAH2_BOVIN	0.59239	128	0.38688
P002|CAH2_BOVIN	0.64447	128	0.38688
P002|CAH2_BOVIN	0.6492	128	0.38688
P002|CAH2_BOVIN	0.66878	128	0.38688
P002|CAH2_BOVIN	0.7102	128	0.38688
P002|CAH2_BOVIN	0.8039	128	0.38688
P002|CAH2_BOVIN	0.82062	128	0.38688
P002|CAH2_BOVIN	0.88264	128	0.38688
P002|CAH2_BOVIN	0.9359	128	0.38688
P002|CAH2_BOVIN	0.9442	128	0.38688
P002|CAH2_BOVIN	1.00662	128	0.38688
P002|CAH2_BOVIN	1.137454	128	0.38688
P002|CAH2_BOVIN	1.162376	128	0.38688
P002|CAH2_BOVIN	1.162376	128	0.38688
P002|CAH2_BOVIN	1.25818	128	0.38688
P002|CAH2_BOVIN	1.315726	128	0.38688
P002|CAH2_BOVIN	1.39374	128	0.38688
P002|CAH2_BOVIN	1.5486	128	0.38688
P002|CAH2_BOVIN	1.5856	128	0.38688
P002|CAH2_BOVIN	1.59892	128	0.38688
P002|CAH2_BOVIN	1.68512	128	0.38688
P002|CAH2_BOVIN	1.7341	128	0.38688
P003|LACB_BOVIN	0.003722	115	1.0222
P003|LACB_BOVIN	0.003756	115	1.0222
P003|LACB_BOVIN	0.005403	115	1.0222
P003|LACB_BOVIN	0.005571	115	1.0222
P003|LACB_BOVIN	0.0063	115	1.0222
P003|LACB_BOVIN	0.006363	115	1.0222
P003|LACB_BOVIN	0.007781	115	1.0222
P003|LACB_BOVIN	0.007864	115	1.0222
P003|LACB_BOVIN	0.007959	115	1.0222
P003|LACB_BOVIN	0.010754	115	1.0222
P003|LACB_BOVIN	0.011748	115	1.0222
P003|LACB_BOVIN	0.01186	115	1.0222
P003|LACB_BOVIN	0.01186	115	1.0222
P003|LACB_BOVIN	0.01238	115	1.0222
P003|LACB_BOVIN	0.01405	115	1.0222
P003|LACB_BOVIN	0.01546	115	1.0222
P003|LACB_BOVIN	0.024758	115	1.0222
P003|LACB_BOVIN	0.025584	115	1.0222
P003|LACB_BOVIN	0.02607	115	1.0222
P003|LACB_BOVIN	0.02644	115	1.0222
P003|LACB_BOVIN	0.02904	115	1.0222
P003|LACB_BOVIN	0.031062	115	1.0222
P003|LACB_BOVIN	0.03813	115	1.0222
P003|LACB_BOVIN	0.038545	115	1.0222
P003|LACB_BOVIN	0.045	115	1.0222
P003|LACB_BOVIN	0.0454	115	1.0222
P003|LACB_BOVIN	0.047	115	1.0222
P003|LACB_BOVIN	0.04974	115	1.0222
P003|LACB_BOVIN	0.0564	115	1.0222
P003|LACB_BOVIN	0.06006	115	1.0222
P003|LACB_BOVIN	0.060822	115	1.0222
P003|LACB_BOVIN	0.06284	115	1.0222
P003|LACB_BOVIN	0.064102	115	1.0222
P003|LACB_BOVIN	0.064102	115	1.0222
P003|LACB_BOVIN	0.0678	115	1.0222
P003|LACB_BOVIN	0.0682	115	1.0222
P003|LACB_BOVIN	0.06924	115	1.0222
P003|LACB_BOVIN	0.070006	115	1.0222
P003|LACB_BOVIN	0.0734	115	1.0222
P003|LACB_BOVIN	0.0758	115	1.0222
P003|LACB_BOVIN	0.0776	115	1.0222
P003|LACB_BOVIN	0.0776	115	1.0222
P003|LACB_BOVIN	0.07808	115	1.0222
P003|LACB_BOVIN	0.07808	115	1.0222
P003|LACB_BOVIN	0.0788	115	1.0222
P003|LACB_BOVIN	0.0827	115	1.0222
P003|LACB_BOVIN	0.08876	115	1.0222
P003|LACB_BOVIN	0.0894	115	1.0222
P003|LACB_BOVIN	0.09	115	1.0222
P003|LACB_BOVIN	0.091934	115	1.0222
P003|LACB_BOVIN	0.09414	115	1.0222
P003|LACB_BOVIN	0.09477	115	1.0222
P003|LACB_BOVIN	0.0975	115	1.0222
P003|LACB_BOVIN	0.10145	115	1.0222
P003|LACB_BOVIN	0.105	115	1.0222
P003|LACB_BOVIN	0.105	115	1.0222
P003|LACB_BOVIN	0.109548	115	1.0222
P003|LACB_BOVIN	0.11208	115	1.0222
P003|LACB_BOVIN	0.1135	115	1.0222
P003|LACB_BOVIN	0.11508	115	1.0222
P003|LACB_BOVIN	0.12032	115	1.0222
P003|LACB_BOVIN	0.12407	115	1.0222
P003|LACB_BOVIN	0.1246	115	1.0222
P003|LACB_BOVIN	0.1251	115	1.0222
P003|LACB_BOVIN	0.12977	115	1.0222
P003|LACB_BOVIN	0.12977	115	1.0222
P003|LACB_BOVIN	0.13334	115	1.0222
P003|LACB_BOVIN	0.13658	115	1.0222
P003|LACB_BOVIN	0.1536	115	1.0222
P003|LACB_BOVIN	0.1536	115	1.0222
P003|LACB_BOVIN	0.15603	115	1.0222
P003|LACB_BOVIN	0.15693	115	1.0222
P003|LACB_BOVIN	0.166	115	1.0222
P003|LACB_BOVIN	0.16944	115	1.0222
P003|LACB_BOVIN	0.1768	115	1.0222
P003|LACB_BOVIN	0.18524	115	1.0222
P003|LACB_BOVIN	0.18664	115	1.0222
P003|LACB_BOVIN	0.2122	115	1.0222
P003|LACB_BOVIN	0.21806	115	1.0222
P003|LACB_BOVIN	0.219908	115	1.0222
P003|LACB_BOVIN	0.219908	115	1.0222
P003|LACB_BOVIN	0.22656	115	1.0222
P003|LACB_BOVIN	0.22656	115	1.0222
P003|LACB_BOVIN	0.228516	115	1.0222
P003|LACB_BOVIN	0.23308	115	1.0222
P003|LACB_BOVIN	0.2528	115	1.0222
P003|LACB_BOVIN	0.264	115	1.0222
P003|LACB_BOVIN	0.27908	115	1.0222
P003|LACB_BOVIN	0.290718	115	1.0222
P003|LACB_BOVIN	0.29614	115	1.0222
P003|LACB_BOVIN	0.3036	115	1.0222
P003|LACB_BOVIN	0.3077	115	1.0222
P003|LACB_BOVIN	0.32218	115	1.0222
P003|LACB_BOVIN	0.3258	115	1.0222
P003|LACB_BOVIN	0.33151	115	1.0222
P003|LACB_BOVIN	0.33151	115	1.0222
P003|LACB_BOVIN	0.35628	115	1.0222
P003|LACB_BOVIN	0.35837	115	1.0222
P003|LACB_BOVIN	0.36307	115	1.0222
P003|LACB_BOVIN	0.38348	115	1.0222
P003|LACB_BOVIN	0.3876	115	1.0222
P003|LACB_BOVIN	0.3896	115	1.0222
P003|LACB_BOVIN	0.3896	115	1.0222
P003|LACB_BOVIN	0.4019	115	1.0222
P003|LACB_BOVIN	0.42044	115	1.0222
P003|LACB_BOVIN	0.4249	115	1.0222
P003|LACB_BOVIN	0.425164	115	1.0222
P003|LACB_BOVIN	0.47846	115	1.0222
P003|LACB_BOVIN	0.4996	115	1.0222
P003|LACB_BOVIN	0.506644	115	1.0222
P003|LACB_BOVIN	0.513275	115	1.0222
P003|LACB_BOVIN	0.5354	115	1.0222
P003|LACB_BOVIN	0.5642	115	1.0222
P003|LACB_BOVIN	0.5726	115	1.0222
P003|LACB_BOVIN	0.637046	115	1.0222
P003|LACB_BOVIN	0.637046	115	1.0222
P003|LACB_BOVIN	0.6492	115	1.0222
P003|LACB_BOVIN	0.71108	115	1.0222
P003|LACB_BOVIN	0.81208	115	1.0222
P003|LACB_BOVIN	0.81208	115	1.0222
P003|LACB_BOVIN	0.869	115	1.0222
P003|LACB_BOVIN	0.9159	115	1.0222
P003|LACB_BOVIN	0.9159	115	1.0222
P003|LACB_BOVIN	0.9735	115	1.0222
P003|LACB_BOVIN	1.031232	115	1.0222
P003|LACB_BOVIN	1.031232	115	1.0222
P003|LACB_BOVIN	1.031232	115	1.0222
P003|LACB_BOVIN	1.157294	115	1.0222
P003|LACB_BOVIN	1.157294	115	1.0222
P003|LACB_BOVIN	1.59298	115	1.0222
P003|LACB_BOVIN	1.5955	115	1.0222
P003|LACB_BOVIN	1.8022	115	1.0222
P003|LACB_BOVIN	1.8471	115	1.0222
P003|LACB_BOVIN	1.96104	115	1.0222
P003|LACB_BOVIN	1.96104	115	1.0222
P003|LACB_BOVIN	2.0712	115	1.0222
P003|LACB_BOVIN	2.07776	115	1.0222
P003|LACB_BOVIN	2.107138	115	1.0222
P003|LACB_BOVIN	2.14645	115	1.0222
P003|LACB_BOVIN	2.16887	115	1.0222
P003|LACB_BOVIN	2.183486	115	1.0222
P003|LACB_BOVIN	2.2632	115	1.0222
P003|LACB_BOVIN	2.67418	115	1.0222
P003|LACB_BOVIN	2.84199	115	1.0222
P003|LACB_BOVIN	3.00624	115	1.0222
P003|LACB_BOVIN	3.039346	115	1.0222
P003|LACB_BOVIN	3.32266	115	1.0222
P003|LACB_BOVIN	3.565666	115	1.0222
P003|LACB_BOVIN	3.64053	115	1.0222
P003|LACB_BOVIN	3.76952	115	1.0222
P003|LACB_BOVIN	4.5832	115	1.0222
P003|LACB_BOVIN	4.7342	115	1.0222
P003|LACB_BOVIN	5.0858	115	1.0222
P003|LACB_BOVIN	5.0858	115	1.0222
P003|LACB_BOVIN	5.1526	115	1.0222
P003|LACB_BOVIN	5.54196	115	1.0222
P003|LACB_BOVIN	5.54196	115	1.0222
P003|LACB_BOVIN	5.79378	115	1.0222
P003|LACB_BOVIN	5.79378	115	1.0222
P003|LACB_BOVIN	6.00659	115	1.0222
P003|LACB_BOVIN	6.00659	115	1.0222
P003|LACB_BOVIN	6.06692	115	1.0222
P003|LACB_BOVIN	6.4538	115	1.0222
P003|LACB_BOVIN	6.5006	115	1.0222
P003|LACB_BOVIN	6.5006	115	1.0222
P004|TRFE_BOVIN	0.0048	113	0.26179
P004|TRFE_BOVIN	0.00522	113	0.26179
P004|TRFE_BOVIN	0.00564	113	0.26179
P004|TRFE_BOVIN	0.00564	113	0.26179
P004|TRFE_BOVIN	0.006154	113	0.26179
P004|TRFE_BOVIN	0.006154	113	0.26179
P004|TRFE_BOVIN	0.00849	113	0.26179
P004|TRFE_BOVIN	0.009392	113	0.26179
P004|TRFE_BOVIN	0.009747	113	0.26179
P004|TRFE_BOVIN	0.01018	113	0.26179
P004|TRFE_BOVIN	0.0106	113	0.26179
P004|TRFE_BOVIN	0.011	113	0.26179
P004|TRFE_BOVIN	0.012566	113	0.26179
P004|TRFE_BOVIN	0.01316	113	0.26179
P004|TRFE_BOVIN	0.01352	113	0.26179
P004|TRFE_BOVIN	0.01368	113	0.26179
P004|TRFE_BOVIN	0.0154	113	0.26179
P004|TRFE_BOVIN	0.0164	113	0.26179
P004|TRFE_BOVIN	0.01836	113	0.26179
P004|TRFE_BOVIN	0.0208	113	0.26179
P004|TRFE_BOVIN	0.021023	113	0.26179
P004|TRFE_BOVIN	0.02146	113	0.26179
P004|TRFE_BOVIN	0.022678	113	0.26179
P004|TRFE_BOVIN	0.022678	113	0.26179
P004|TRFE_BOVIN	0.0235	113	0.26179
P004|TRFE_BOVIN	0.02476	113	0.26179
P004|TRFE_BOVIN	0.02578	113	0.26179
P004|TRFE_BOVIN	0.028092	113	0.26179
P004|TRFE_BOVIN	0.02946	113	0.26179
P004|TRFE_BOVIN	0.02946	113	0.26179
P004|TRFE_BOVIN	0.03032	113	0.26179
P004|TRFE_BOVIN	0.03198	113	0.26179
P004|TRFE_BOVIN	0.033094	113	0.26179
P004|TRFE_BOVIN	0.035112	113	0.26179
P004|TRFE_BOVIN	0.035218	113	0.26179
P004|TRFE_BOVIN	0.03662	113	0.26179
P004|TRFE_BOVIN	0.03962	113	0.26179
P004|TRFE_BOVIN	0.041	113	0.26179
P004|TRFE_BOVIN	0.043434	113	0.26179
P004|TRFE_BOVIN	0.043434	113	0.26179
P004|TRFE_BOVIN	0.04614	113	0.26179
P004|TRFE_BOVIN	0.04638	113	0.26179
P004|TRFE_BOVIN	0.046712	113	0.26179
P004|TRFE_BOVIN	0.047781	113	0.26179
P004|TRFE_BOVIN	0.0482	113	0.26179
P004|TRFE_BOVIN	0.04993	113	0.26179
P004|TRFE_BOVIN	0.050985	113	0.26179
P004|TRFE_BOVIN	0.05264	113	0.26179
P004|TRFE_BOVIN	0.05325	113	0.26179
P004|TRFE_BOVIN	0.053338	113	0.26179
P004|TRFE_BOVIN	0.057106	113	0.26179
P004|TRFE_BOVIN	0.05724	113	0.26179
P004|TRFE_BOVIN	0.06078	113	0.26179
P004|TRFE_BOVIN	0.06144	113	0.26179
P004|TRFE_BOVIN	0.06186	113	0.26179
P004|TRFE_BOVIN	0.06262	113	0.26179
P004|TRFE_BOVIN	0.0668	113	0.26179
P004|TRFE_BOVIN	0.07164	113	0.26179
P004|TRFE_BOVIN	0.07306	113	0.26179
P004|TRFE_BOVIN	0.07723	113	0.26179
P004|TRFE_BOVIN	0.07854	113	0.26179
P004|TRFE_BOVIN	0.07976	113	0.26179
P004|TRFE_BOVIN	0.08125	113	0.26179
P004|TRFE_BOVIN	0.08125	113	0.26179
P004|TRFE_BOVIN	0.081388	113	0.26179
P004|TRFE_BOVIN	0.08253	113	0.26179
P004|TRFE_BOVIN	0.0888	113	0.26179
P004|TRFE_BOVIN	0.0909	113	0.26179
P004|TRFE_BOVIN	0.09255	113	0.26179
P004|TRFE_BOVIN	0.09319	113	0.26179
P004|TRFE_BOVIN	0.09344	113	0.26179
P004|TRFE_BOVIN	0.094842	113	0.26179
P004|TRFE_BOVIN	0.09492	113	0.26179
P004|TRFE_BOVIN	0.10598	113	0.26179
P004|TRFE_BOVIN	0.108731	113	0.26179
P004|TRFE_BOVIN	0.110971	113	0.26179
P004|TRFE_BOVIN	0.1115	113	0.26179
P004|TRFE_BOVIN	0.1173	113	0.26179
P004|TRFE_BOVIN	0.118732	113	0.26179
P004|TRFE_BOVIN	0.122302	113	0.26179
P004|TRFE_BOVIN	0.1225	113	0.26179
P004|TRFE_BOVIN	0.12942	113	0.26179
P004|TRFE_BOVIN	0.1454	113	0.26179
P004|TRFE_BOVIN	0.14666	113	0.26179
P004|TRFE_BOVIN	0.14678	113	0.26179
P004|TRFE_BOVIN	0.147	113	0.26179
P004|TRFE_BOVIN	0.15136	113	0.26179
P004|TRFE_BOVIN	0.15576	113	0.26179
P004|TRFE_BOVIN	0.157	113	0.26179
P004|TRFE_BOVIN	0.163391	113	0.26179
P004|TRFE_BOVIN	0.16436	113	0.26179
P004|TRFE_BOVIN	0.16586	113	0.26179
P004|TRFE_BOVIN	0.169786	113	0.26179
P004|TRFE_BOVIN	0.1722	113	0.26179
P004|TRFE_BOVIN	0.17284	113	0.26179
P004|TRFE_BOVIN	0.17484	113	0.26179
P004|TRFE_BOVIN	0.17484	113	0.26179
P004|TRFE_BOVIN	0.1754	113	0.26179
